institution,period,euro,doi,publicationTitle,authorNames,is_hybrid,publisher,journal_full_title,issn,issn_print,issn_electronic,issn_l,license_ref,indexed_in_crossref,pmid,pmcid,ut,url,doaj
Leipzig U,2020,1050.8,10.1136/esmoopen-2020-000990,Uveal melanoma-associated cancers revisited,"Alfaar, Ahmad Samir;Saad, Anas;Elzouki, Shiema;Abdel-Rahman, Mohamed H.;Strauss, Olaf;Rehak, Matus",FALSE,Elsevier BV,ESMO Open,2059-7029,2059-7029,,2059-7029,http://creativecommons.org/licenses/cc-by-nc/4.0/,TRUE,33257317,PMC7705551,ut:000594982600001,https://api.elsevier.com/content/article/PII:S2059702920327538?httpAccept=text/xml,TRUE
Leipzig U,2020,1934.59,10.3390/ijms21239047,Adaptation of the Romanomermis culicivorax CCA-Adding Enzyme to Miniaturized Armless tRNA Substrates,"Hennig, Oliver;Philipp, Susanne;Bonin, Sonja;Rollet, Kévin;Kolberg, Tim;Jühling, Tina;Betat, Heike;Sauter, Claude;Mörl, Mario",FALSE,MDPI AG,International Journal of Molecular Sciences,1422-0067,,1422-0067,1422-0067,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33260740,PMC7730189,ut:000597615100001,https://www.mdpi.com/1422-0067/21/23/9047/pdf,TRUE
Leipzig U,2020,232.78,10.1177/1609406920963778,“Digging Deeper?”: Insights From a Novice Researcher,"Wohlfart, Olivia",FALSE,SAGE Publications,International Journal of Qualitative Methods,1609-4069,1609-4069,1609-4069,1609-4069,http://creativecommons.org/licenses/cc-by-nc/4.0/,TRUE,NA,NA,ut:000576393500001,http://journals.sagepub.com/doi/pdf/10.1177/1609406920963778,TRUE
Leipzig U,2020,1547.67,10.3390/brainsci10120939,Inner versus Overt Speech Production: Does This Make a Difference in the Developing Brain?,"Stephan, Franziska;Saalbach, Henrik;Rossi, Sonja",FALSE,MDPI AG,Brain Sciences,2076-3425,,2076-3425,2076-3425,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33291489,PMC7762104,ut:000602200400001,https://www.mdpi.com/2076-3425/10/12/939/pdf,TRUE
Leipzig U,2020,1661.24,10.1186/s12909-020-1950-y,Medical students’ perspectives on earning opportunities of self-employed physicians — realistic and relevant for the process of career choice?,"Deutsch, Tobias;Heine, Alexander;Lippmann, Stefan;Geier, Anne-Kathrin;Bauer, Alexander;Frese, Thomas",FALSE,Springer Nature,BMC Medical Education,1472-6920,,1472-6920,1472-6920,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32041602,PMC7011452,ut:000520497600003,http://link.springer.com/content/pdf/10.1186/s12909-020-1950-y.pdf,TRUE
Leipzig U,2020,473.85,10.3389/fnins.2020.00597,Commentary: Alpha Synchrony and the Neurofeedback Control of Spatial Attention,"Gundlach, Christopher;Forschack, Norman",FALSE,Frontiers Media SA,Frontiers in Neuroscience,1662-453X,,1662-453X,1662-453X,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32612505,PMC7308421,ut:000546093500001,https://www.frontiersin.org/article/10.3389/fnins.2020.00597/full,TRUE
Leipzig U,2020,2631,10.3390/ijerph17207578,Recruitment and Baseline Characteristics of Participants in the “Sanadak” Trial: A Self-Help App for Syrian Refugees with Post-traumatic Stress,"Röhr, Susanne;Jung, Franziska U.;Renner, Anna;Plexnies, Anna;Hoffmann, Rahel;Dams, Judith;Grochtdreis, Thomas;König, Hans-Helmut;Kersting, Anette;Riedel-Heller, Steffi G.",FALSE,MDPI AG,International Journal of Environmental Research and Public Health,1660-4601,,1660-4601,1660-4601,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33081070,PMC7589335,ut:000585547100001,https://www.mdpi.com/1660-4601/17/20/7578/pdf,TRUE
Leipzig U,2020,1741.68,10.1371/journal.pone.0231462,Parent-child agreement in different domains of child behavior and health,"Poulain, Tanja;Vogel, Mandy;Meigen, Christof;Spielau, Ulrike;Hiemisch, Andreas;Kiess, Wieland",FALSE,Public Library of Science (PLoS),PLOS ONE,1932-6203,,1932-6203,1932-6203,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32271851,PMC7145111,ut:000535977000092,https://dx.plos.org/10.1371/journal.pone.0231462,TRUE
Leipzig U,2020,1934.59,10.3390/biom10101384,Membrane Interaction of Ibuprofen with Cholesterol-Containing Lipid Membranes,"Kremkow, Jan;Luck, Meike;Huster, Daniel;Müller, Peter;Scheidt, Holger A.",FALSE,MDPI AG,Biomolecules,2218-273X,,2218-273X,2218-273X,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32998467,PMC7650631,ut:000584209900001,https://www.mdpi.com/2218-273X/10/10/1384/pdf,TRUE
Leipzig U,2020,1885.98,10.3389/fnagi.2020.596438,Motor Skill Learning-Induced Functional Plasticity in the Primary Somatosensory Cortex: A Comparison Between Young and Older Adults,"Predel, Claudia;Kaminski, Elisabeth;Hoff, Maike;Carius, Daniel;Villringer, Arno;Ragert, Patrick",FALSE,Frontiers Media SA,Frontiers in Aging Neuroscience,1663-4365,,1663-4365,1663-4365,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33324196,PMC7723828,ut:000597152000001,https://www.frontiersin.org/articles/10.3389/fnagi.2020.596438/full,TRUE
Leipzig U,2020,2128.04,10.3390/jcm9123878,Inhibition of 11β-HSD1 Expression by Insulin in Skin: Impact for Diabetic Wound Healing,"Brazel, Christina B.;Simon, Jan C.;Tuckermann, Jan P.;Saalbach, Anja",FALSE,MDPI AG,Journal of Clinical Medicine,2077-0383,,2077-0383,2077-0383,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33260645,PMC7760287,ut:000602154900001,https://www.mdpi.com/2077-0383/9/12/3878/pdf,TRUE
Leipzig U,2020,2026.73,10.3389/fonc.2019.01362,Apparent Diffusion Coefficient for Distinguishing Between Malignant and Benign Lesions in the Head and Neck Region: A Systematic Review and Meta-Analysis,"Surov, Alexey;Meyer, Hans Jonas;Wienke, Andreas",FALSE,Frontiers Media SA,Frontiers in Oncology,2234-943X,,2234-943X,2234-943X,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,31970081,PMC6960101,ut:000618773100001,https://www.frontiersin.org/article/10.3389/fonc.2019.01362/full,TRUE
Leipzig U,2020,1934.59,10.3390/ijms21218057,The Dual Role of Myeloperoxidase in Immune Response,"Arnhold, Jürgen",FALSE,MDPI AG,International Journal of Molecular Sciences,1422-0067,,1422-0067,1422-0067,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33137905,PMC7663354,ut:000588983800001,https://www.mdpi.com/1422-0067/21/21/8057/pdf,TRUE
Leipzig U,2020,1055.09,10.3390/pathogens9010040,Analysis of Porcine Pro- and Anti-Inflammatory Cytokine Induction by S. suis In Vivo and In Vitro,"Hohnstein, Florian S.;Meurer, Marita;de Buhr, Nicole;von Köckritz-Blickwede, Maren;Baums, Christoph G.;Alber, Gottfried;Schütze, Nicole",FALSE,MDPI AG,Pathogens,2076-0817,,2076-0817,2076-0817,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,31947746,PMC7168595,ut:000513130300054,https://www.mdpi.com/2076-0817/9/1/40/pdf,TRUE
Leipzig U,2020,1950.15,10.3389/fphar.2020.562113,Integration of Cell-Free Expression and Solid-State NMR to Investigate the Dynamic Properties of Different Sites of the Growth Hormone Secretagogue Receptor,"Pacull, Emelyne M.;Sendker, Franziska;Bernhard, Frank;Scheidt, Holger A.;Schmidt, Peter;Huster, Daniel;Krug, Ulrike",FALSE,Frontiers Media SA,Frontiers in Pharmacology,1663-9812,,1663-9812,1663-9812,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33324203,PMC7723455,ut:000589813800001,https://www.frontiersin.org/articles/10.3389/fphar.2020.562113/full,TRUE
Leipzig U,2020,1209.04,10.1186/s13104-020-05065-7,Relocating a pediatric hospital: Does antimicrobial resistance change?,"Schönfeld, Annika;Ascherl, Rudolf;Petzold-Quinque, Stefanie;Lippmann, Norman;Rodloff, Arne C.;Kiess, Wieland",FALSE,Springer Nature,BMC Research Notes,1756-0500,,1756-0500,1756-0500,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32404147,PMC7218827,ut:000533406500002,https://link.springer.com/content/pdf/10.1186/s13104-020-05065-7.pdf,TRUE
Leipzig U,2020,1513.37,10.3390/ijms21061941,Fighting Against Promoter DNA Hyper-Methylation: Protective Histone Modification Profiles of Stress-Resistant Intestinal Stem Cells,"Thalheim, Torsten;Hopp, Lydia;Herberg, Maria;Siebert, Susann;Kerner, Christiane;Quaas, Marianne;Schweiger, Michal R.;Aust, Gabriela;Galle, Joerg",FALSE,MDPI AG,International Journal of Molecular Sciences,1422-0067,,1422-0067,1422-0067,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32178409,PMC7139626,ut:000529890200037,https://www.mdpi.com/1422-0067/21/6/1941/pdf,TRUE
Leipzig U,2020,2128.04,10.3390/cancers12092707,Glioblastoma Tissue Slice Tandem-Cultures for Quantitative Evaluation of Inhibitory Effects on Invasion and Growth,"Sidorcenco, Vasile;Krahnen, Luisa;Schulz, Marion;Remy, Janina;Kögel, Donat;Temme, Achim;Krügel, Ute;Franke, Heike;Aigner, Achim",FALSE,MDPI AG,Cancers,2072-6694,,2072-6694,2072-6694,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32967361,PMC7564455,ut:000580137900001,https://www.mdpi.com/2072-6694/12/9/2707/pdf,TRUE
Leipzig U,2020,1450.94,10.3390/atmos11111249,Mutual Interference of Local Gravity Wave Forcings in the Stratosphere,"Samtleben, Nadja;Kuchař, Aleš;Šácha, Petr;Pišoft, Petr;Jacobi, Christoph",FALSE,MDPI AG,Atmosphere,2073-4433,,2073-4433,2073-4433,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,NA,NA,ut:000593582900001,https://www.mdpi.com/2073-4433/11/11/1249/pdf,TRUE
Leipzig U,2020,954.62,10.1177/2050313x20948714,"Persistent hyperprolactinemia, transient hypopituitarism, and transient contralateral third nerve palsy after endovascular treatment of an internal carotid artery aneurysm: Case report and review of the literature","Wende, Tim;Hamerla, Gordian;Quäschling, Ulf;Haase, Amelie;Meixensberger, Jürgen;Nestler, Ulf",FALSE,SAGE Publications,SAGE Open Medical Case Reports,2050-313X,2050-313X,2050-313X,2050-313X,http://creativecommons.org/licenses/cc-by-nc/4.0/,TRUE,32922793,PMC7457645,NA,http://journals.sagepub.com/doi/pdf/10.1177/2050313X20948714,TRUE
Leipzig U,2020,1720.11,10.1371/journal.pone.0230078,"Hai||om children mistrust, but do not deceive, peers with opposing self-interests","Stengelin, Roman;Hepach, Robert;Haun, Daniel B. M.",FALSE,Public Library of Science (PLoS),PLOS ONE,1932-6203,,1932-6203,1932-6203,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32155213,PMC7064192,ut:000535278500061,https://dx.plos.org/10.1371/journal.pone.0230078,TRUE
Leipzig U,2020,1661.24,10.1186/s12920-020-0692-3,Master and servant: LINC00152 – a STAT3-induced long noncoding RNA regulates STAT3 in a positive feedback in human multiple myeloma,"Binder, Stefanie;Zipfel, Ivonne;Friedrich, Maik;Riedel, Diana;Ende, Stefanie;Kämpf, Christoph;Wiedemann, Karolin;Buschmann, Tilo;Puppel, Sven-Holger;Reiche, Kristin;Stadler, Peter F.;Horn, Friedemann",FALSE,Springer Nature,BMC Medical Genomics,1755-8794,,1755-8794,1755-8794,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32041604,PMC7011539,ut:000520932800002,http://link.springer.com/content/pdf/10.1186/s12920-020-0692-3.pdf,TRUE
Leipzig U,2020,1821.2,10.1038/s41598-020-69055-2,Active particle feedback control with a single-shot detection convolutional neural network,"Fränzl, Martin;Cichos, Frank",FALSE,Springer Nature,Scientific Reports,2045-2322,,2045-2322,2045-2322,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32724057,PMC7387478,ut:000556397800004,http://www.nature.com/articles/s41598-020-69055-2.pdf,TRUE
Leipzig U,2020,2069.61,10.3389/fphys.2020.00224,Effects of Hypoxia and Acidosis on Cardiac Electrophysiology and Hemodynamics. Is NHE-Inhibition by Cariporide Still Advantageous?,"Salameh, Aida;Zöbisch, Helena;Schröder, Bianca;Vigelahn, Jonas;Jahn, Mandy;Abraham, Getu;Seeger, Johannes;Dähnert, Ingo;Dhein, Stefan",FALSE,Frontiers Media SA,Frontiers in Physiology,1664-042X,,1664-042X,1664-042X,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32265732,PMC7103633,ut:000525535700001,https://www.frontiersin.org/article/10.3389/fphys.2020.00224/full,TRUE
Leipzig U,2020,1547.67,10.3390/antibiotics9100686,Non-Surgical Periodontal Therapy with Adjunctive Amoxicillin/Metronidazole or Metronidazole When No Aggregatibacter actinomycetemcomitans Is Detected—A Randomized Clinical Trial,"Jentsch, Holger F. R.;Dietrich, Martin;Eick, Sigrun",FALSE,MDPI AG,Antibiotics,2079-6382,,2079-6382,2079-6382,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33050325,PMC7601813,ut:000584447300001,https://www.mdpi.com/2079-6382/9/10/686/pdf,TRUE
Leipzig U,2020,543.72,10.1177/2158244020919535,Communitainment on Instagram: Fitness Content and Community-Driven Communication as Social Media Entertainment,"Stollfuß, Sven",FALSE,SAGE Publications,SAGE Open,2158-2440,2158-2440,2158-2440,2158-2440,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,NA,NA,ut:000535968400001,http://journals.sagepub.com/doi/pdf/10.1177/2158244020919535,TRUE
Leipzig U,2020,1677.1,10.3390/cells9030542,Pluripotent Stem Cell-Based Models: A Peephole into Virus Infections during Early Pregnancy,"Claus, Claudia;Jung, Matthias;Hübschen, Judith M.",FALSE,MDPI AG,Cells,2073-4409,,2073-4409,2073-4409,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32110999,PMC7140399,ut:000529337400019,https://www.mdpi.com/2073-4409/9/3/542/pdf,TRUE
Leipzig U,2020,2007.91,10.3389/fnhum.2020.00133,Neurodiagnostics in Sports: Investigating the Athlete’s Brain to Augment Performance and Sport-Specific Skills,"Seidel-Marzi, Oliver;Ragert, Patrick",FALSE,Frontiers Media SA,Frontiers in Human Neuroscience,1662-5161,,1662-5161,1662-5161,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32327988,PMC7160821,ut:000530136500001,https://www.frontiersin.org/article/10.3389/fnhum.2020.00133/full,TRUE
Leipzig U,2020,1081.09,10.3390/ijms21155474,Mechanosensitivity Is a Characteristic Feature of Cultured Suburothelial Interstitial Cells of the Human Bladder,"Neuhaus, Jochen;Gonsior, Andreas;Cheng, Sheng;Stolzenburg, Jens-Uwe;Berger, Frank Peter",FALSE,MDPI AG,International Journal of Molecular Sciences,1422-0067,,1422-0067,1422-0067,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32751838,PMC7432121,ut:000559176300001,https://www.mdpi.com/1422-0067/21/15/5474/pdf,TRUE
Leipzig U,2020,2180.08,10.1186/s12575-019-0116-y,Exploring G Protein-Coupled Receptor Signaling in Primary Pancreatic Islets,"Röthe, Juliane;Kraft, Robert;Schöneberg, Torsten;Thor, Doreen",FALSE,Springer Nature,Biological Procedures Online,1480-9222,1480-9222,1480-9222,1480-9222,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32082084,PMC7023723,ut:000515417700001,http://link.springer.com/content/pdf/10.1186/s12575-019-0116-y.pdf,TRUE
Leipzig U,2020,1268.47,10.3389/fonc.2020.00219,Allogeneic Hematopoietic Stem Cell Transplantation in a Rare Case of Tonsillar Mast Cell Sarcoma,"Kubasch, Anne Sophie;Franke, Georg-Nikolaus;Aldaoud, Ali;Weibl, Konstantin;Jentzsch, Madlen;Sabri, Osama;Horny, Hans-Peter;Fend, Falko;Behre, Gerhard;Platzbecker, Uwe;Vucinic, Vladan",FALSE,Frontiers Media SA,Frontiers in Oncology,2234-943X,,2234-943X,2234-943X,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32181155,PMC7059127,ut:000524742400001,https://www.frontiersin.org/article/10.3389/fonc.2020.00219/full,TRUE
Leipzig U,2020,1555.71,10.1371/journal.pone.0233728,Genome-wide analysis of carotid plaque burden suggests a role of IL5 in men,"Pott, Janne;Beutner, Frank;Horn, Katrin;Kirsten, Holger;Olischer, Kay;Wirkner, Kerstin;Loeffler, Markus;Scholz, Markus",FALSE,Public Library of Science (PLoS),PLOS ONE,1932-6203,,1932-6203,1932-6203,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32469969,PMC7259763,ut:000537552800154,https://dx.plos.org/10.1371/journal.pone.0233728,TRUE
Leipzig U,2020,2021.38,10.3390/rs12111745,Underwater Use of a Hyperspectral Camera to Estimate Optically Active Substances in the Water Column of Freshwater Lakes,"Seidel, Michael;Hutengs, Christopher;Oertel, Felix;Schwefel, Daniel;Jung, András;Vohland, Michael",FALSE,MDPI AG,Remote Sensing,2072-4292,,2072-4292,2072-4292,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,NA,NA,ut:000543397000050,https://www.mdpi.com/2072-4292/12/11/1745/pdf,TRUE
Leipzig U,2020,1547.67,10.3390/microorganisms8111817,The Red Fox (Vulpes vulpes) as Sentinel for Tick-Borne Encephalitis Virus in Endemic and Non-Endemic Areas,"Haut, Maja;Girl, Philipp;Oswald, Beate;Romig, Thomas;Obiegala, Anna;Dobler, Gerhard;Pfeffer, Martin",FALSE,MDPI AG,Microorganisms,2076-2607,,2076-2607,2076-2607,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33218052,PMC7698811,ut:000593394000001,https://www.mdpi.com/2076-2607/8/11/1817/pdf,TRUE
Leipzig U,2020,1856,10.1055/s-0040-1721054,Treatment of Ruptured Giant Omphalocele and Gastroschisis with Liver Herniation using a Wound Retractor as a Novel Approach,"Nelson, Jana;Wachowiak, Robin;Siekmeyer, Manuela;Knuepfer, Matthias;Thome, Ulrich;Holger, Stepan;Lacher, Martin",FALSE,Georg Thieme Verlag KG,European Journal of Pediatric Surgery Reports,2194-7619,2194-7619,2194-7627,2194-7619,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33335827,PMC7738231,ut:000603039600001,http://www.thieme-connect.de/products/ejournals/pdf/10.1055/s-0040-1721054.pdf,TRUE
Leipzig U,2020,1669.53,10.1371/journal.pone.0238318,Characterizing hemodynamic response alterations during basketball dribbling,"Carius, Daniel;Seidel-Marzi, Oliver;Kaminski, Elisabeth;Lisson, Niklas;Ragert, Patrick",FALSE,Public Library of Science (PLoS),PLOS ONE,1932-6203,,1932-6203,1932-6203,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32881901,PMC7470377,ut:000571063300057,https://dx.plos.org/10.1371/journal.pone.0238318,TRUE
Leipzig U,2020,1679.54,10.1371/journal.pone.0232118,"Contrary to endurance, power associated capacities differ between different aged and starting-nonstarting elite junior soccer players","Hoppe, Matthias W.;Barnics, Vadim;Freiwald, Jürgen;Baumgart, Christian",FALSE,Public Library of Science (PLoS),PLOS ONE,1932-6203,,1932-6203,1932-6203,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32343716,PMC7188207,ut:000536661300035,https://dx.plos.org/10.1371/journal.pone.0232118,TRUE
Leipzig U,2020,2234.93,10.3390/ijerph17176321,"Associations of Green Spaces and Streets in the Living Environment with Outdoor Activity, Media Use, Overweight/Obesity and Emotional Wellbeing in Children and Adolescents","Poulain, Tanja;Sobek, Carolin;Ludwig, Juliane;Igel, Ulrike;Grande, Gesine;Ott, Verena;Kiess, Wieland;Körner, Antje;Vogel, Mandy",FALSE,MDPI AG,International Journal of Environmental Research and Public Health,1660-4601,,1660-4601,1660-4601,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32878010,PMC7504494,ut:000569615600001,https://www.mdpi.com/1660-4601/17/17/6321/pdf,TRUE
Leipzig U,2020,2170.56,10.1002/ehf2.12598,"Inferior vena cava ultrasound in acute decompensated heart failure: design rationale of the
            <scp>CAVA‐ADHF‐DZHK10</scp>
            trial","Jobs, Alexander;Vonthein, Reinhard;König, Inke R.;Schäfer, Jane;Nauck, Matthias;Haag, Svenja;Fichera, Carlo Federico;Stiermaier, Thomas;Ledwoch, Jakob;Schneider, Alisa;Valentova, Miroslava;Haehling, Stephan;Störk, Stefan;Westermann, Dirk;Lenz, Tobias;Arnold, Natalie;Edelmann, Frank;Seppelt, Philipp;Felix, Stephan;Lutz, Matthias;Hedwig, Felix;Borggrefe, Martin;Scherer, Clemens;Desch, Steffen;Thiele, Holger",FALSE,Wiley-Blackwell,ESC Heart Failure,2055-5822,2055-5822,2055-5822,2055-5822,http://creativecommons.org/licenses/cc-by-nc/4.0/,TRUE,31991063,PMC7261559,ut:000509636900001,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fehf2.12598,TRUE
Leipzig U,2020,1885.98,10.3389/fcell.2020.593879,Inhomogeneities in 3D Collagen Matrices Impact Matrix Mechanics and Cancer Cell Migration,"Hayn, Alexander;Fischer, Tony;Mierke, Claudia Tanja",FALSE,Frontiers Media SA,Frontiers in Cell and Developmental Biology,2296-634X,,2296-634X,2296-634X,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33251219,PMC7674772,ut:000590274400001,https://www.frontiersin.org/articles/10.3389/fcell.2020.593879/full,TRUE
Leipzig U,2020,1894.48,10.1186/s12877-020-1471-x,"Mortality, complications and long-term functional outcome in elderly patients with fragility fractures of the acetabulum","Wollmerstädt, Johannes;Pieroh, Philipp;Schneider, Isabell;Zeidler, Suzanne;Höch, Andreas;Josten, Christoph;Osterhoff, Georg",FALSE,Springer Nature,BMC Geriatrics,1471-2318,,1471-2318,1471-2318,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32066394,PMC7027204,ut:000517155200004,http://link.springer.com/content/pdf/10.1186/s12877-020-1471-x.pdf,TRUE
Leipzig U,2020,2007.9,10.3389/fgene.2020.00370,"Genomic Indexing by Somatic Gene Recombination of mRNA/ncRNA – Does It Play a Role in Genomic Mosaicism, Memory Formation, and Alzheimer’s Disease?","Ueberham, Uwe;Arendt, Thomas",FALSE,Frontiers Media SA,Frontiers in Genetics,1664-8021,,1664-8021,1664-8021,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32411177,PMC7200996,ut:000534250100001,https://www.frontiersin.org/article/10.3389/fgene.2020.00370/full,TRUE
Leipzig U,2020,2644.8,10.1002/ehf2.12768,"Heart failure signs and symptoms, hospital referrals, and prescription patterns in patients receiving sacubitril/valsartan in primary care and cardiologist settings in Germany","Wachter, Rolf;Klebs, Sven;Balas, Bogdan;Kap, Elisabeth;Engelhard, Johanna;Schlienger, Raymond;Bruce Wirta, Sara;Fonseca, Ana Filipa",FALSE,Wiley-Blackwell,ESC Heart Failure,2055-5822,2055-5822,2055-5822,2055-5822,http://creativecommons.org/licenses/cc-by-nc/4.0/,TRUE,33121216,PMC7524125,ut:000553819000001,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fehf2.12768,TRUE
Leipzig U,2020,2370.48,10.1186/s12964-020-0516-2,Natural biased signaling of hydroxycarboxylic acid receptor 3 and G protein-coupled receptor 84,"Peters, Anna;Rabe, Philipp;Krumbholz, Petra;Kalwa, Hermann;Kraft, Robert;Schöneberg, Torsten;Stäubert, Claudia",FALSE,Springer Nature,Cell Communication and Signaling,1478-811X,,1478-811X,1478-811X,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32102673,PMC7045412,ut:000518001700001,http://link.springer.com/content/pdf/10.1186/s12964-020-0516-2.pdf,TRUE
Leipzig U,2020,1741.68,10.1371/journal.pone.0230743,Pre-adult aggression and its long-term behavioural consequences in crickets,"Balsam, Julia S.;Stevenson, Paul A.",FALSE,Public Library of Science (PLoS),PLOS ONE,1932-6203,,1932-6203,1932-6203,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32214350,PMC7098602,ut:000535934200053,https://dx.plos.org/10.1371/journal.pone.0230743,TRUE
Leipzig U,2020,1907.72,10.1117/1.jbo.25.8.086004,Laparoscopic system for simultaneous high-resolution video and rapid hyperspectral imaging in the visible and near-infrared spectral range,"Köhler, Hannes;Kulcke, Axel;Maktabi, Marianne;Moulla, Yusef;Jansen-Winkeln, Boris;Barberio, Manuel;Diana, Michele;Gockel, Ines;Neumuth, Thomas;Chalopin, Claire",FALSE,SPIE-Intl Soc Optical Eng,Journal of Biomedical Optics,1083-3668,1560-2281,,1083-3668,na,TRUE,32860357,PMC7453262,NA,,TRUE
Leipzig U,2020,2069.62,10.3389/fendo.2020.00138,Developmentally Driven Changes in Adipogenesis in Different Fat Depots Are Related to Obesity,"Breitfeld, Jana;Kehr, Stephanie;Müller, Luise;Stadler, Peter F.;Böttcher, Yvonne;Blüher, Matthias;Stumvoll, Michael;Kovacs, Peter",FALSE,Frontiers Media SA,Frontiers in Endocrinology,1664-2392,,1664-2392,1664-2392,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32273869,PMC7115744,ut:000525710300001,https://www.frontiersin.org/article/10.3389/fendo.2020.00138/full,TRUE
Leipzig U,2020,2651.37,10.1063/5.0021781,"High mobility, highly transparent, smooth, <i>p</i>-type CuI thin films grown by pulsed laser deposition","Storm, P.;Bar, M. S.;Benndorf, G.;Selle, S.;Yang, C.;von Wenckstern, H.;Grundmann, M.;Lorenz, M.",FALSE,AIP Publishing,APL Materials,2166-532X,,2166-532X,2166-532X,na,TRUE,NA,NA,ut:000575133700002,http://aip.scitation.org/doi/pdf/10.1063/5.0021781,TRUE
Leipzig U,2020,2679.87,10.1063/5.0022975,Ultrahigh-performance integrated inverters based on amorphous zinc tin oxide deposited at room temperature,"Lahr, Oliver;von Wenckstern, Holger;Grundmann, Marius",FALSE,AIP Publishing,APL Materials,2166-532X,,2166-532X,2166-532X,na,TRUE,NA,NA,ut:000575127100005,http://aip.scitation.org/doi/pdf/10.1063/5.0022975,TRUE
Leipzig U,2020,863.02,10.3390/c6030049,Effects of the Stacking Faults on the Electrical Resistance of Highly Ordered Graphite Bulk Samples,"Hentrich, Andreas;Esquinazi, Pablo D.",FALSE,MDPI AG,C — Journal of Carbon Research,2311-5629,,2311-5629,2311-5629,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,NA,NA,ut:000579424900001,https://www.mdpi.com/2311-5629/6/3/49/pdf,TRUE
Leipzig U,2020,1661.24,10.1186/s13071-020-04098-y,"Rats as potential reservoirs for neglected zoonotic Bartonella species in Flanders, Belgium","Krügel, Maria;Pfeffer, Martin;Król, Nina;Imholt, Christian;Baert, Kristof;Ulrich, Rainer G.;Obiegala, Anna",FALSE,Springer Nature,Parasites & Vectors,1756-3305,,1756-3305,1756-3305,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32381113,PMC7206682,ut:000533889500003,https://link.springer.com/content/pdf/10.1186/s13071-020-04098-y.pdf,TRUE
Leipzig U,2020,1579.51,10.1001/jamanetworkopen.2020.3862,Association of Brain Cancer With Risk of Suicide,"Saad, Anas M.;Elmatboly, Abdelmagid M.;Gad, Mohamed M.;Al-Husseini, Muneer J.;Jazieh, Khalid A.;Alzuabi, Muayad A.;Alfaar, Ahmad Samir",FALSE,American Medical Association (AMA),JAMA Network Open,2574-3805,,2574-3805,2574-3805,na,TRUE,32356882,PMC7195621,ut:000531408000002,https://jamanetwork.com/journals/jamanetworkopen/articlepdf/2765279/saad_2020_ld_200033.pdf,TRUE
